code,code_name,ipoDate,outDate,type,status
sz.300019,硅宝科技,2009-10-30,,1,1
sz.300020,*ST银江,2009-10-30,,1,1
sz.300021,大禹节水,2009-10-30,,1,1
sz.300022,吉峰科技,2009-10-30,,1,1
sz.300023,宝德退,2009-10-30,2022-06-29,1,0
sz.300024,机器人,2009-10-30,,1,1
sz.300025,华星创业,2009-10-30,,1,1
sz.300026,红日药业,2009-10-30,,1,1
sz.300027,华谊兄弟,2009-10-30,,1,1
sz.300028,金亚退,2009-10-30,2020-08-03,1,0
sz.300029,ST天龙,2009-12-25,,1,1
sz.300030,阳普医疗,2009-12-25,,1,1
sz.300031,宝通科技,2009-12-25,,1,1
sz.300032,金龙机电,2009-12-25,,1,1
sz.300033,同花顺,2009-12-25,,1,1
sz.300034,钢研高纳,2009-12-25,,1,1
sz.300035,中科电气,2009-12-25,,1,1
sz.300036,超图软件,2009-12-25,,1,1
sz.300037,新宙邦,2010-01-08,,1,1
sz.300038,数知退,2010-01-08,2022-06-30,1,0
sz.300039,上海凯宝,2010-01-08,,1,1
sz.300040,九洲集团,2010-01-08,,1,1
sz.300041,回天新材,2010-01-08,,1,1
sz.300042,朗科科技,2010-01-08,,1,1
sz.300043,星辉娱乐,2010-01-20,,1,1
sz.300044,赛为智能,2010-01-20,,1,1
sz.300045,华力创通,2010-01-20,,1,1
sz.300046,台基股份,2010-01-20,,1,1
sz.300047,天源迪科,2010-01-20,,1,1
sz.300048,合康新能,2010-01-20,,1,1
sz.300049,福瑞股份,2010-01-20,,1,1
sz.300050,世纪鼎利,2010-01-20,,1,1
sz.300051,琏升科技,2010-02-11,,1,1
sz.300052,ST中青宝,2010-02-11,,1,1
sz.300053,航宇微,2010-02-11,,1,1
sz.300054,鼎龙股份,2010-02-11,,1,1
sz.300055,万邦达,2010-02-26,,1,1
sz.300056,中创环保,2010-02-26,,1,1
sz.300057,万顺新材,2010-02-26,,1,1
sz.300058,蓝色光标,2010-02-26,,1,1
sz.300059,东方财富,2010-03-19,,1,1
sz.300061,旗天科技,2010-03-19,,1,1
sz.300062,中能电气,2010-03-19,,1,1
sz.300063,天龙集团,2010-03-26,,1,1
sz.300064,金刚退,2010-03-26,2022-06-27,1,0
sz.300065,海兰信,2010-03-26,,1,1
sz.300066,三川智慧,2010-03-26,,1,1
sz.300067,安诺其,2010-04-21,,1,1
sz.300068,南都电源,2010-04-21,,1,1
sz.300069,金利华电,2010-04-21,,1,1
sz.300070,碧水源,2010-04-21,,1,1
sz.300071,福石控股,2010-04-21,,1,1
sz.300072,海新能科,2010-04-27,,1,1
sz.300073,当升科技,2010-04-27,,1,1
sz.300074,华平股份,2010-04-27,,1,1
sz.300075,数字政通,2010-04-27,,1,1
sz.300076,GQY视讯,2010-04-30,,1,1
sz.300077,国民技术,2010-04-30,,1,1
sz.300078,思创医惠,2010-04-30,,1,1
sz.300079,数码视讯,2010-04-30,,1,1
sz.300080,易成新能,2010-06-25,,1,1
sz.300081,恒信东方,2010-05-20,,1,1
sz.300082,奥克股份,2010-05-20,,1,1
sz.300083,创世纪,2010-05-20,,1,1
sz.300084,海默科技,2010-05-20,,1,1
sz.300085,银之杰,2010-05-26,,1,1
sz.300086,康芝药业,2010-05-26,,1,1
sz.300087,荃银高科,2010-05-26,,1,1
sz.300088,长信科技,2010-05-26,,1,1
sz.300089,文化退,2010-06-25,2023-07-13,1,0
sz.300090,盛运退,2010-06-25,2020-08-25,1,0
sz.300091,金通灵,2010-06-25,,1,1
sz.300092,科新机电,2010-07-08,,1,1
sz.300093,金刚光伏,2010-07-08,,1,1
sz.300094,国联水产,2010-07-08,,1,1
sz.300095,华伍股份,2010-07-28,,1,1
sz.300096,ST易联众,2010-07-28,,1,1
sz.300097,ST智云,2010-07-28,,1,1
sz.300098,高新兴,2010-07-28,,1,1
sz.300099,尤洛卡,2010-08-06,,1,1
sz.300100,双林股份,2010-08-06,,1,1
sz.300101,振芯科技,2010-08-06,,1,1
sz.300102,乾照光电,2010-08-12,,1,1
sz.300103,达刚控股,2010-08-12,,1,1
sz.300104,乐视退,2010-08-12,2020-07-21,1,0
sz.300105,龙源技术,2010-08-20,,1,1
sz.300106,西部牧业,2010-08-20,,1,1
sz.300107,建新股份,2010-08-20,,1,1
sz.300108,*ST吉药,2010-08-25,,1,1
sz.300109,新开源,2010-08-25,,1,1
sz.300110,华仁药业,2010-08-25,,1,1
sz.300111,向日葵,2010-08-27,,1,1
sz.300112,万讯自控,2010-08-27,,1,1
sz.300113,顺网科技,2010-08-27,,1,1
sz.300114,中航电测,2010-08-27,2025-02-17,1,0
sz.300115,长盈精密,2010-09-02,,1,1
sz.300116,*ST保力,2010-09-02,2024-07-25,1,0
sz.300117,*ST嘉寓,2010-09-02,,1,1
sz.300118,东方日升,2010-09-02,,1,1
sz.300119,瑞普生物,2010-09-17,,1,1
sz.300120,经纬辉开,2010-09-17,,1,1
sz.300121,阳谷华泰,2010-09-17,,1,1
sz.300122,智飞生物,2010-09-28,,1,1
sz.300123,亚光科技,2010-09-28,,1,1
sz.300124,汇川技术,2010-09-28,,1,1
sz.300125,ST聆达,2010-10-13,,1,1
sz.300126,锐奇股份,2010-10-13,,1,1
sz.300127,银河磁体,2010-10-13,,1,1
sz.300128,锦富技术,2010-10-13,,1,1
sz.300129,泰胜风能,2010-10-19,,1,1
sz.300130,新国都,2010-10-19,,1,1
sz.300131,英唐智控,2010-10-19,,1,1
sz.300132,青松股份,2010-10-26,,1,1
sz.300133,华策影视,2010-10-26,,1,1
sz.300134,大富科技,2010-10-26,,1,1
sz.300135,宝利国际,2010-10-26,,1,1
sz.300136,信维通信,2010-11-05,,1,1
sz.300137,ST先河,2010-11-05,,1,1
sz.300138,晨光生物,2010-11-05,,1,1
sz.300139,晓程科技,2010-11-12,,1,1
sz.300140,节能环境,2010-11-12,,1,1
sz.300141,和顺电气,2010-11-12,,1,1
sz.300142,沃森生物,2010-11-12,,1,1
sz.300143,盈康生命,2010-12-09,,1,1
sz.300144,宋城演艺,2010-12-09,,1,1
sz.300145,中金环境,2010-12-09,,1,1
sz.300146,汤臣倍健,2010-12-15,,1,1
sz.300147,ST香雪,2010-12-15,,1,1
sz.300148,天舟文化,2010-12-15,,1,1
sz.300149,睿智医药,2010-12-22,,1,1
sz.300150,世纪瑞尔,2010-12-22,,1,1
sz.300151,昌红科技,2010-12-22,,1,1
sz.300152,新动力,2010-12-29,,1,1
sz.300153,科泰电源,2010-12-29,,1,1
sz.300154,瑞凌股份,2010-12-29,,1,1
sz.300155,安居宝,2011-01-07,,1,1
sz.300156,神雾退,2011-01-07,2020-08-25,1,0
sz.300157,新锦动力,2011-01-07,,1,1
sz.300158,振东制药,2011-01-07,,1,1
sz.300159,*ST新研,2011-01-07,,1,1
sz.300160,秀强股份,2011-01-13,,1,1
sz.300161,华中数控,2011-01-13,,1,1
sz.300162,雷曼光电,2011-01-13,,1,1
sz.300163,ST先锋,2011-01-13,,1,1
sz.300164,通源石油,2011-01-13,,1,1
sz.300165,ST天瑞,2011-01-25,,1,1
sz.300166,东方国信,2011-01-25,,1,1
sz.300167,*ST迪威,2011-01-25,,1,1
sz.300168,万达信息,2011-01-25,,1,1
sz.300169,天晟新材,2011-01-25,,1,1
sz.300170,汉得信息,2011-02-01,,1,1
sz.300171,东富龙,2011-02-01,,1,1
sz.300172,中电环保,2011-02-01,,1,1
sz.300173,福能东方,2011-02-01,,1,1
sz.300174,元力股份,2011-02-01,,1,1
sz.300175,ST朗源,2011-02-15,,1,1
sz.300176,鸿特科技,2011-02-15,,1,1
sz.300177,中海达,2011-02-15,,1,1
sz.300178,腾邦退,2011-02-15,2022-06-22,1,0
sz.300179,四方达,2011-02-15,,1,1
sz.300180,华峰超纤,2011-02-22,,1,1
sz.300181,佐力药业,2011-02-22,,1,1
sz.300182,捷成股份,2011-02-22,,1,1
sz.300183,东软载波,2011-02-22,,1,1
sz.300184,力源信息,2011-02-22,,1,1
sz.300185,通裕重工,2011-03-08,,1,1
sz.300186,大华农,2011-03-08,2015-11-02,1,0
sz.300187,永清环保,2011-03-08,,1,1
sz.300188,国投智能,2011-03-16,,1,1
sz.300189,神农种业,2011-03-16,,1,1
sz.300190,维尔利,2011-03-16,,1,1
sz.300191,潜能恒信,2011-03-16,,1,1
sz.300192,科德教育,2011-03-22,,1,1
sz.300193,佳士科技,2011-03-22,,1,1
sz.300194,福安药业,2011-03-22,,1,1
sz.300195,长荣股份,2011-03-29,,1,1
sz.300196,长海股份,2011-03-29,,1,1
sz.300197,节能铁汉,2011-03-29,,1,1
sz.300198,纳川股份,2011-04-07,,1,1
sz.300199,翰宇药业,2011-04-07,,1,1
sz.300200,高盟新材,2011-04-07,,1,1
sz.300201,海伦哲,2011-04-07,,1,1
sz.300202,聚龙退,2011-04-15,2022-07-04,1,0
sz.300203,聚光科技,2011-04-15,,1,1
sz.300204,舒泰神,2011-04-15,,1,1
sz.300205,ST天喻,2011-04-21,,1,1
sz.300206,理邦仪器,2011-04-21,,1,1
sz.300207,欣旺达,2011-04-21,,1,1
sz.300208,*ST中程,2011-04-26,,1,1
sz.300209,*ST有树,2011-04-26,,1,1
sz.300210,森远股份,2011-04-26,,1,1
sz.300211,亿通科技,2011-05-05,,1,1
sz.300212,易华录,2011-05-05,,1,1
sz.300213,佳讯飞鸿,2011-05-05,,1,1
sz.300214,日科化学,2011-05-11,,1,1
sz.300215,电科院,2011-05-11,,1,1
sz.300216,千山退,2011-05-11,2020-09-16,1,0
sz.300217,东方电热,2011-05-18,,1,1
sz.300218,安利股份,2011-05-18,,1,1
sz.300219,鸿利智汇,2011-05-18,,1,1
sz.300220,金运激光,2011-05-25,,1,1
sz.300221,银禧科技,2011-05-25,,1,1
sz.300222,科大智能,2011-05-25,,1,1
sz.300223,北京君正,2011-05-31,,1,1
sz.300224,正海磁材,2011-05-31,,1,1
sz.300225,金力泰,2011-05-31,,1,1
sz.300226,上海钢联,2011-06-08,,1,1
sz.300227,光韵达,2011-06-08,,1,1
sz.300228,富瑞特装,2011-06-08,,1,1
sz.300229,拓尔思,2011-06-15,,1,1
sz.300230,永利股份,2011-06-15,,1,1
sz.300231,银信科技,2011-06-15,,1,1
sz.300232,洲明科技,2011-06-22,,1,1
sz.300233,金城医药,2011-06-22,,1,1
sz.300234,开尔新材,2011-06-22,,1,1
sz.300235,方直科技,2011-06-29,,1,1
sz.300236,上海新阳,2011-06-29,,1,1
sz.300237,美晨科技,2011-06-29,,1,1
sz.300238,冠昊生物,2011-07-06,,1,1
sz.300239,东宝生物,2011-07-06,,1,1
sz.300240,飞力达,2011-07-06,,1,1
sz.300241,瑞丰光电,2011-07-12,,1,1
sz.300242,佳云科技,2011-07-12,,1,1
sz.300243,瑞丰高材,2011-07-12,,1,1
sz.300244,迪安诊断,2011-07-19,,1,1
sz.300245,天玑科技,2011-07-19,,1,1
sz.300246,宝莱特,2011-07-19,,1,1
sz.300247,融捷健康,2011-07-29,,1,1
sz.300248,新开普,2011-07-29,,1,1
sz.300249,依米康,2011-08-03,,1,1
sz.300250,初灵信息,2011-08-03,,1,1
sz.300251,光线传媒,2011-08-03,,1,1
sz.300252,金信诺,2011-08-18,,1,1
sz.300253,卫宁健康,2011-08-18,,1,1
sz.300254,仟源医药,2011-08-19,,1,1
sz.300255,常山药业,2011-08-19,,1,1
sz.300256,星星科技,2011-08-19,,1,1
sz.300257,开山股份,2011-08-19,,1,1
sz.300258,精锻科技,2011-08-26,,1,1
sz.300259,新天科技,2011-08-31,,1,1
sz.300260,新莱应材,2011-09-06,,1,1
sz.300261,雅本化学,2011-09-06,,1,1
sz.300262,*ST巴安,2011-09-16,2024-08-19,1,0
sz.300263,隆华科技,2011-09-16,,1,1
sz.300264,佳创视讯,2011-09-16,,1,1
sz.300265,通光线缆,2011-09-16,,1,1
sz.300266,兴源环境,2011-09-27,,1,1
sz.300267,尔康制药,2011-09-27,,1,1
sz.300268,*ST佳沃,2011-09-27,,1,1
sz.300269,联建光电,2011-10-12,,1,1
sz.300270,中威电子,2011-10-12,,1,1
sz.300271,华宇软件,2011-10-26,,1,1
sz.300272,开能健康,2011-11-02,,1,1
sz.300273,和佳退,2011-10-26,2023-07-06,1,0
sz.300274,阳光电源,2011-11-02,,1,1
sz.300275,梅安森,2011-11-02,,1,1
sz.300276,三丰智能,2011-11-15,,1,1
sz.300277,海联讯,2011-11-23,,1,1
sz.300278,华昌达,2011-12-16,,1,1
sz.300279,和晶科技,2011-12-29,,1,1
sz.300280,紫天科技,2011-12-29,,1,1
sz.300281,金明精机,2011-12-29,,1,1
sz.300282,三盛退,2011-12-29,2024-07-18,1,0
sz.300283,温州宏丰,2012-01-10,,1,1
sz.300284,苏交科,2012-01-10,,1,1
sz.300285,国瓷材料,2012-01-13,,1,1
sz.300286,安科瑞,2012-01-13,,1,1
sz.300287,飞利信,2012-02-01,,1,1
sz.300288,朗玛信息,2012-02-16,,1,1
sz.300289,利德曼,2012-02-16,,1,1
sz.300290,荣科科技,2012-02-16,,1,1
sz.300291,百纳千成,2012-02-09,,1,1
sz.300292,吴通控股,2012-02-29,,1,1
sz.300293,蓝英装备,2012-03-08,,1,1
sz.300294,博雅生物,2012-03-08,,1,1
sz.300295,三六五网,2012-03-15,,1,1
sz.300296,利亚德,2012-03-15,,1,1
sz.300297,蓝盾退,2012-03-15,2023-07-31,1,0
sz.300298,三诺生物,2012-03-19,,1,1
sz.300299,富春股份,2012-03-19,,1,1
sz.300300,ST峡创,2012-03-19,,1,1
sz.300301,*ST长方,2012-03-21,,1,1
sz.300302,同有科技,2012-03-21,,1,1
sz.300303,聚飞光电,2012-03-19,,1,1
sz.300304,云意电气,2012-03-21,,1,1
sz.300305,裕兴股份,2012-03-29,,1,1
sz.300306,远方信息,2012-03-29,,1,1
sz.300307,慈星股份,2012-03-29,,1,1
sz.300308,中际旭创,2012-04-10,,1,1
sz.300309,吉艾退,2012-04-10,2023-05-30,1,0
sz.300310,宜通世纪,2012-04-25,,1,1
sz.300311,任子行,2012-04-25,,1,1
sz.300312,邦讯退,2012-05-08,2022-07-04,1,0
sz.300313,ST天山,2012-04-25,,1,1
sz.300314,戴维医疗,2012-05-08,,1,1
sz.300315,掌趣科技,2012-05-11,,1,1
sz.300316,晶盛机电,2012-05-11,,1,1
sz.300317,珈伟新能,2012-05-11,,1,1
sz.300318,博晖创新,2012-05-23,,1,1
sz.300319,麦捷科技,2012-05-23,,1,1
sz.300320,海达股份,2012-06-01,,1,1
sz.300321,同大股份,2012-05-23,,1,1
sz.300322,硕贝德,2012-06-08,,1,1
sz.300323,华灿光电,2012-06-01,,1,1
sz.300324,旋极信息,2012-06-08,,1,1
sz.300325,德威退,2012-06-01,2022-06-28,1,0
sz.300326,凯利泰,2012-06-13,,1,1
sz.300327,中颖电子,2012-06-13,,1,1
sz.300328,宜安科技,2012-06-19,,1,1
sz.300329,海伦钢琴,2012-06-19,,1,1
sz.300330,计通退,2012-06-19,2023-05-24,1,0
sz.300331,苏大维格,2012-06-28,,1,1
sz.300332,天壕能源,2012-06-28,,1,1
sz.300333,兆日科技,2012-06-28,,1,1
sz.300334,津膜科技,2012-07-05,,1,1
sz.300335,迪森股份,2012-07-10,,1,1
sz.300336,新文退,2012-07-10,2023-07-05,1,0
sz.300337,银邦股份,2012-07-18,,1,1
sz.300338,*ST开元,2012-07-26,,1,1
sz.300339,润和软件,2012-07-18,,1,1
sz.300340,科恒股份,2012-07-26,,1,1
sz.300341,麦克奥迪,2012-07-26,,1,1
sz.300342,天银机电,2012-07-26,,1,1
sz.300343,ST联创,2012-08-01,,1,1
sz.300344,立方数科,2012-08-01,,1,1
sz.300345,华民股份,2012-08-01,,1,1
sz.300346,南大光电,2012-08-07,,1,1
sz.300347,泰格医药,2012-08-17,,1,1
sz.300348,长亮科技,2012-08-17,,1,1
sz.300349,金卡智能,2012-08-17,,1,1
sz.300350,华鹏飞,2012-08-21,,1,1
sz.300351,永贵电器,2012-09-20,,1,1
sz.300352,北信源,2012-09-12,,1,1
sz.300353,东土科技,2012-09-27,,1,1
sz.300354,东华测试,2012-09-20,,1,1
sz.300355,蒙草生态,2012-09-27,,1,1
sz.300356,光一退,2012-10-09,2023-07-13,1,0
sz.300357,我武生物,2014-01-21,,1,1
sz.300358,楚天科技,2014-01-21,,1,1
sz.300359,全通教育,2014-01-21,,1,1
sz.300360,炬华科技,2014-01-21,,1,1
sz.300362,天翔退,2014-01-21,2021-08-30,1,0
sz.300363,博腾股份,2014-01-29,,1,1
sz.300364,中文在线,2015-01-21,,1,1
sz.300365,恒华科技,2014-01-23,,1,1
sz.300366,创意信息,2014-01-27,,1,1
sz.300367,网力退,2014-01-29,2022-06-30,1,0
sz.300368,ST汇金,2014-01-23,,1,1
sz.300369,绿盟科技,2014-01-29,,1,1
sz.300370,安控科技,2014-01-23,,1,1
sz.300371,汇中股份,2014-01-23,,1,1
sz.300372,欣泰退,2014-01-27,2017-08-28,1,0
sz.300373,扬杰科技,2014-01-23,,1,1
sz.300374,中铁装配,2015-03-19,,1,1
sz.300375,鹏翎股份,2014-01-27,,1,1
sz.300376,ST易事特,2014-01-27,,1,1
sz.300377,赢时胜,2014-01-27,,1,1
sz.300378,鼎捷数智,2014-01-27,,1,1
sz.300379,东方通,2014-01-28,,1,1
sz.300380,安硕信息,2014-01-28,,1,1
sz.300381,溢多利,2014-01-28,,1,1
sz.300382,斯莱克,2014-01-29,,1,1
sz.300383,光环新网,2014-01-29,,1,1
sz.300384,三联虹普,2014-08-01,,1,1
sz.300385,雪浪环境,2014-06-26,,1,1
sz.300386,飞天诚信,2014-06-26,,1,1
sz.300387,富邦科技,2014-07-02,,1,1
sz.300388,节能国祯,2014-08-01,,1,1
sz.300389,艾比森,2014-08-01,,1,1
sz.300390,天华新能,2014-07-31,,1,1
sz.300391,长药控股,2014-08-01,,1,1
sz.300392,腾信退,2014-09-10,2023-07-10,1,0
sz.300393,中来股份,2014-09-12,,1,1
sz.300394,天孚通信,2015-02-17,,1,1
sz.300395,菲利华,2014-09-10,,1,1
sz.300396,迪瑞医疗,2014-09-10,,1,1
sz.300397,天和防务,2014-09-10,,1,1
sz.300398,飞凯材料,2014-10-09,,1,1
sz.300399,天利科技,2014-10-09,,1,1
sz.300400,劲拓股份,2014-10-10,,1,1
sz.300401,花园生物,2014-10-09,,1,1
sz.300402,宝色股份,2014-10-10,,1,1
sz.300403,汉宇集团,2014-10-30,,1,1
sz.300404,博济医药,2015-04-24,,1,1
sz.300405,科隆股份,2014-10-30,,1,1
sz.300406,九强生物,2014-10-30,,1,1
sz.300407,凯发电气,2014-12-03,,1,1
sz.300408,三环集团,2014-12-03,,1,1
sz.300409,道氏技术,2014-12-03,,1,1
sz.300410,正业科技,2014-12-31,,1,1
sz.300411,金盾股份,2014-12-31,,1,1
sz.300412,迦南科技,2014-12-31,,1,1
sz.300413,芒果超媒,2015-01-21,,1,1
sz.300414,中光防雷,2015-05-13,,1,1
sz.300415,伊之密,2015-01-23,,1,1
sz.300416,苏试试验,2015-01-22,,1,1
sz.300417,南华仪器,2015-01-23,,1,1
sz.300418,昆仑万维,2015-01-21,,1,1
sz.300419,ST浩丰,2015-01-22,,1,1
sz.300420,五洋自控,2015-02-17,,1,1
sz.300421,力星股份,2015-02-17,,1,1
sz.300422,博世科,2015-02-17,,1,1
sz.300423,昇辉科技,2015-02-17,,1,1
sz.300424,航新科技,2015-04-22,,1,1
sz.300425,中建环能,2015-02-16,,1,1
sz.300426,唐德影视,2015-02-17,,1,1
sz.300427,红相股份,2015-02-17,,1,1
sz.300428,立中集团,2015-03-19,,1,1
sz.300429,强力新材,2015-03-24,,1,1
sz.300430,诚益通,2015-03-19,,1,1
sz.300431,暴风退,2015-03-24,2020-11-10,1,0
sz.300432,富临精工,2015-03-19,,1,1
sz.300433,蓝思科技,2015-03-18,,1,1
sz.300434,金石亚药,2015-04-24,,1,1
sz.300435,中泰股份,2015-03-26,,1,1
sz.300436,广生堂,2015-04-22,,1,1
sz.300437,清水源,2015-04-23,,1,1
sz.300438,鹏辉能源,2015-04-24,,1,1
sz.300439,美康生物,2015-04-22,,1,1
sz.300440,运达科技,2015-04-23,,1,1
sz.300441,鲍斯股份,2015-04-23,,1,1
sz.300442,润泽科技,2015-04-24,,1,1
sz.300443,金雷股份,2015-04-22,,1,1
sz.300444,双杰电气,2015-04-23,,1,1
sz.300445,康斯特,2015-04-24,,1,1
sz.300446,航天智造,2015-04-23,,1,1
sz.300447,全信股份,2015-04-22,,1,1
sz.300448,浩云科技,2015-04-24,,1,1
sz.300449,汉邦高科,2015-04-22,,1,1
sz.300450,先导智能,2015-05-18,,1,1
sz.300451,创业慧康,2015-05-14,,1,1
sz.300452,山河药辅,2015-05-15,,1,1
sz.300453,三鑫医疗,2015-05-15,,1,1
sz.300454,深信服,2018-05-16,,1,1
sz.300455,航天智装,2015-05-15,,1,1
sz.300456,赛微电子,2015-05-14,,1,1
sz.300457,赢合科技,2015-05-14,,1,1
sz.300458,全志科技,2015-05-15,,1,1
sz.300459,汤姆猫,2015-05-15,,1,1
sz.300460,惠伦晶体,2015-05-15,,1,1
sz.300461,田中精机,2015-05-19,,1,1
sz.300462,华铭智能,2015-05-27,,1,1
sz.300463,迈克生物,2015-05-28,,1,1
sz.300464,星徽股份,2015-06-10,,1,1
sz.300465,高伟达,2015-05-28,,1,1
sz.300466,赛摩智能,2015-05-28,,1,1
sz.300467,迅游科技,2015-05-27,,1,1
sz.300468,四方精创,2015-05-27,,1,1
sz.300469,信息发展,2015-06-11,,1,1
sz.300470,中密控股,2015-06-12,,1,1
sz.300471,厚普股份,2015-06-11,,1,1
sz.300472,新元科技,2015-06-11,,1,1
sz.300473,德尔股份,2015-06-12,,1,1
sz.300474,景嘉微,2016-03-31,,1,1
sz.300475,香农芯创,2015-06-10,,1,1
sz.300476,胜宏科技,2015-06-11,,1,1
sz.300477,合纵科技,2015-06-10,,1,1
sz.300478,杭州高新,2015-06-10,,1,1
sz.300479,神思电子,2015-06-12,,1,1
sz.300480,光力科技,2015-07-02,,1,1
sz.300481,濮阳惠成,2015-06-30,,1,1
sz.300482,万孚生物,2015-06-30,,1,1
sz.300483,首华燃气,2015-06-30,,1,1
sz.300484,蓝海华腾,2016-03-22,,1,1
sz.300485,赛升药业,2015-06-26,,1,1
sz.300486,东杰智能,2015-06-30,,1,1
sz.300487,蓝晓科技,2015-07-02,,1,1
sz.300488,恒锋工具,2015-07-01,,1,1
sz.300489,光智科技,2015-07-01,,1,1
sz.300490,华自科技,2015-12-31,,1,1
sz.300491,通合科技,2015-12-31,,1,1
sz.300492,华图山鼎,2015-12-23,,1,1
sz.300493,润欣科技,2015-12-10,,1,1
sz.300494,盛天网络,2015-12-31,,1,1
sz.300495,*ST美尚,2015-12-22,2024-09-20,1,0
sz.300496,中科创达,2015-12-10,,1,1
sz.300497,富祥药业,2015-12-22,,1,1
sz.300498,温氏股份,2015-11-02,,1,1
sz.300499,高澜股份,2016-02-02,,1,1
sz.300500,启迪设计,2016-02-04,,1,1
sz.300501,海顺新材,2016-02-04,,1,1
sz.300502,新易盛,2016-03-03,,1,1
sz.300503,昊志机电,2016-03-09,,1,1
sz.300504,天邑股份,2018-03-30,,1,1
sz.300505,川金诺,2016-03-15,,1,1
sz.300506,*ST名家,2016-03-24,,1,1
sz.300507,苏奥传感,2016-04-29,,1,1
sz.300508,维宏股份,2016-04-19,,1,1
sz.300509,新美星,2016-04-25,,1,1
sz.300510,金冠股份,2016-05-06,,1,1
sz.300511,雪榕生物,2016-05-04,,1,1
sz.300512,中亚股份,2016-05-26,,1,1
sz.300513,恒实科技,2016-05-30,,1,1
sz.300514,友讯达,2017-04-26,,1,1
sz.300515,三德科技,2016-06-08,,1,1
sz.300516,久之洋,2016-06-02,,1,1
sz.300517,海波重科,2016-07-19,,1,1
sz.300518,新迅达,2016-06-24,,1,1
sz.300519,新光药业,2016-06-24,,1,1
sz.300520,科大国创,2016-07-08,,1,1
sz.300521,爱司凯,2016-07-05,,1,1
sz.300522,世名科技,2016-07-05,,1,1
sz.300523,辰安科技,2016-07-26,,1,1
sz.300525,博思软件,2016-07-26,,1,1
sz.300526,中潜退,2016-08-02,2023-07-12,1,0
sz.300527,中船应急,2016-08-05,,1,1
sz.300528,幸福蓝海,2016-08-08,,1,1
sz.300529,健帆生物,2016-08-02,,1,1
sz.300530,领湃科技,2016-08-09,,1,1
sz.300531,优博讯,2016-08-09,,1,1
sz.300532,今天国际,2016-08-18,,1,1
sz.300533,冰川网络,2016-08-18,,1,1
sz.300534,陇神戎发,2016-09-13,,1,1
sz.300535,达威股份,2016-08-12,,1,1
sz.300536,*ST农尚,2016-09-20,,1,1
sz.300537,广信材料,2016-08-30,,1,1
sz.300538,同益股份,2016-08-26,,1,1
sz.300539,横河精密,2016-08-30,,1,1
sz.300540,蜀道装备,2016-08-23,,1,1
sz.300541,先进数通,2016-09-13,,1,1
sz.300542,新晨科技,2016-09-20,,1,1
sz.300543,朗科智能,2016-09-08,,1,1
sz.300545,联得装备,2016-09-28,,1,1
sz.300546,雄帝科技,2016-09-28,,1,1
sz.300547,川环科技,2016-09-30,,1,1
sz.300548,博创科技,2016-10-12,,1,1
sz.300549,优德精密,2016-09-30,,1,1
sz.300550,和仁科技,2016-10-18,,1,1
sz.300551,古鳌科技,2016-10-18,,1,1
sz.300552,万集科技,2016-10-21,,1,1
sz.300553,集智股份,2016-10-21,,1,1
sz.300554,三超新材,2017-04-21,,1,1
sz.300555,ST路通,2016-10-18,,1,1
sz.300556,丝路视觉,2016-11-04,,1,1
sz.300557,理工光科,2016-11-01,,1,1
sz.300558,贝达药业,2016-11-07,,1,1
sz.300559,佳发教育,2016-11-01,,1,1
sz.300560,中富通,2016-11-01,,1,1
sz.300561,汇金科技,2016-11-17,,1,1
sz.300562,乐心医疗,2016-11-16,,1,1
sz.300563,神宇股份,2016-11-14,,1,1
sz.300564,筑博设计,2019-11-08,,1,1
sz.300565,科信技术,2016-11-22,,1,1
sz.300566,激智科技,2016-11-15,,1,1
sz.300567,精测电子,2016-11-22,,1,1
sz.300568,星源材质,2016-12-01,,1,1
sz.300569,天能重工,2016-11-25,,1,1
sz.300570,太辰光,2016-12-06,,1,1
sz.300571,平治信息,2016-12-13,,1,1
sz.300572,安车检测,2016-12-06,,1,1
sz.300573,兴齐眼药,2016-12-08,,1,1
sz.300575,中旗股份,2016-12-20,,1,1
sz.300576,容大感光,2016-12-20,,1,1
sz.300577,开润股份,2016-12-21,,1,1
sz.300578,会畅通讯,2017-01-25,,1,1
sz.300579,数字认证,2016-12-23,,1,1
sz.300580,贝斯特,2017-01-11,,1,1
sz.300581,晨曦航空,2016-12-20,,1,1
sz.300582,英飞特,2016-12-28,,1,1
sz.300583,赛托生物,2017-01-06,,1,1
sz.300584,海辰药业,2017-01-12,,1,1
sz.300585,奥联电子,2016-12-29,,1,1
sz.300586,美联新材,2017-01-04,,1,1
sz.300587,天铁科技,2017-01-05,,1,1
sz.300588,熙菱信息,2017-01-05,,1,1
sz.300589,江龙船艇,2017-01-13,,1,1
sz.300590,移为通信,2017-01-11,,1,1
sz.300591,万里马,2017-01-10,,1,1
sz.300592,华凯易佰,2017-01-20,,1,1
sz.300593,新雷能,2017-01-13,,1,1
sz.300594,朗进科技,2019-06-21,,1,1
sz.300595,欧普康视,2017-01-17,,1,1
sz.300596,利安隆,2017-01-19,,1,1
sz.300597,吉大通信,2017-01-23,,1,1
sz.300598,诚迈科技,2017-01-20,,1,1
sz.300599,雄塑科技,2017-01-23,,1,1
sz.300600,ST瑞科,2017-01-25,,1,1
sz.300601,康泰生物,2017-02-07,,1,1
sz.300602,飞荣达,2017-01-26,,1,1
sz.300603,立昂技术,2017-01-26,,1,1
