code,code_name,ipoDate,outDate,type,status
sh.113019,玲珑转债,2018-03-22,2020-09-04,4,0
sh.113020,桐昆转债,2018-12-12,2020-11-27,4,0
sh.113021,中信转债,2019-03-19,2025-03-04,4,0
sh.113022,浙商转债,2019-03-28,2020-08-26,4,0
sh.113024,核建转债,2019-04-26,2025-04-08,4,0
sh.113025,明泰转债,2019-05-07,2023-10-24,4,0
sh.113026,核能转债,2019-05-08,2022-03-09,4,0
sh.113027,华钰转债,2019-07-10,2024-06-13,4,0
sh.113028,环境转债,2019-07-08,2020-09-18,4,0
sh.113029,明阳转债,2020-01-07,2021-03-19,4,0
sh.113030,东风转债,2020-01-20,,4,1
sh.113031,博威转债,2020-02-17,2020-08-31,4,0
sh.113032,桐20转债,2020-03-20,2021-01-14,4,0
sh.113033,利群转债,2020-04-21,,4,1
sh.113034,滨化转债,2020-04-30,2022-01-11,4,0
sh.113035,福莱转债,2020-06-17,2021-02-01,4,0
sh.113036,宁建转债,2020-08-06,2022-04-12,4,0
sh.113037,紫银转债,2020-08-17,,4,1
sh.113038,隆20转债,2020-09-08,2021-03-31,4,0
sh.113039,嘉泽转债,2020-09-17,,4,1
sh.113040,星宇转债,2020-11-16,2021-08-03,4,0
sh.113041,紫金转债,2020-11-27,2021-06-28,4,0
sh.113042,上银转债,2021-02-10,,4,1
sh.113043,财通转债,2020-12-28,,4,1
sh.113044,大秦转债,2021-01-15,2025-02-11,4,0
sh.113045,环旭转债,2021-04-02,,4,1
sh.113046,金田转债,2021-04-12,,4,1
sh.113047,旗滨转债,2021-05-07,,4,1
sh.113048,晶科转债,2021-05-31,,4,1
sh.113049,长汽转债,2021-07-08,,4,1
sh.113050,南银转债,2021-07-01,,4,1
sh.113051,节能转债,2021-07-22,,4,1
sh.113052,兴业转债,2022-01-14,,4,1
sh.113053,隆22转债,2022-02-17,,4,1
sh.113054,绿动转债,2022-03-23,,4,1
sh.113055,成银转债,2022-04-06,2025-02-06,4,0
sh.113056,重银转债,2022-04-14,,4,1
sh.113057,中银转债,2022-05-10,2023-12-19,4,0
sh.113058,友发转债,2022-04-26,,4,1
sh.113059,福莱转债,2022-06-13,,4,1
sh.113060,浙22转债,2022-07-08,2024-11-28,4,0
sh.113061,拓普转债,2022-08-12,2025-03-14,4,0
sh.113062,常银转债,2022-10-17,,4,1
sh.113063,赛轮转债,2022-11-24,2024-02-23,4,0
sh.113064,东材转债,2022-12-12,,4,1
sh.113065,齐鲁转债,2022-12-19,,4,1
sh.113066,平煤转债,2023-04-10,,4,1
sh.113067,燃23转债,2023-08-18,,4,1
sh.113068,金铜转债,2023-08-28,,4,1
sh.113069,博23转债,2024-01-18,,4,1
sh.113070,渝水转债,2025-02-13,,4,1
sh.113501,洛钼转债,2014-12-16,2015-07-16,4,0
sh.113502,嘉澳转债,2017-11-27,2022-09-23,4,0
sh.113503,泰晶转债,2018-01-02,2020-05-27,4,0
sh.113504,艾华转债,2018-03-23,2024-03-04,4,0
sh.113505,杭电转债,2018-03-27,2024-03-06,4,0
sh.113506,鼎信转债,2018-05-14,2019-05-08,4,0
sh.113507,天马转债,2018-05-07,2019-11-19,4,0
sh.113508,新凤转债,2018-05-16,2021-09-01,4,0
sh.113509,新泉转债,2018-06-22,2021-08-18,4,0
sh.113510,再升转债,2018-07-13,2020-03-25,4,0
sh.113511,千禾转债,2018-07-10,2020-05-29,4,0
sh.113512,景旺转债,2018-07-24,2019-04-30,4,0
sh.113513,安井转债,2018-07-31,2019-07-05,4,0
sh.113514,威帝转债,2018-08-13,2020-08-31,4,0
sh.113515,高能转债,2018-08-27,2020-06-18,4,0
sh.113516,苏农转债,2018-08-20,2024-08-02,4,0
sh.113517,曙光转债,2018-08-23,2020-03-31,4,0
sh.113518,顾家转债,2018-10-09,2020-08-28,4,0
sh.113519,长久转债,2018-11-30,2024-11-07,4,0
sh.113520,百合转债,2018-11-26,2021-01-07,4,0
sh.113521,科森转债,2018-12-07,2020-11-27,4,0
sh.113522,旭升转债,2018-12-11,2020-02-28,4,0
sh.113523,伟明转债,2018-12-26,2020-02-06,4,0
sh.113524,奇精转债,2019-01-07,2024-12-16,4,0
sh.113525,台华转债,2019-01-11,2023-01-06,4,0
sh.113526,联泰转债,2019-02-18,2025-01-23,4,0
sh.113527,维格转债,2019-02-19,2025-01-24,4,0
sh.113528,长城转债,2019-03-20,2021-12-24,4,0
sh.113529,绝味转债,2019-04-02,2019-11-22,4,0
sh.113530,大丰转债,2019-04-18,2025-03-27,4,0
sh.113531,百姓转债,2019-04-22,2020-05-21,4,0
sh.113532,海环转债,2019-04-24,2025-04-02,4,0
sh.113533,参林转债,2019-04-24,2020-01-17,4,0
sh.113534,鼎胜转债,2019-04-30,2025-04-09,4,0
sh.113535,大业转债,2019-06-03,2024-01-16,4,0
sh.113536,三星转债,2019-06-24,2021-12-31,4,0
sh.113537,文灿转债,2019-07-05,2024-12-18,4,0
sh.113538,安图转债,2019-07-22,2020-02-19,4,0
sh.113539,圣达转债,2019-07-26,2020-03-11,4,0
sh.113540,南威转债,2019-08-05,2020-03-25,4,0
sh.113541,荣晟转债,2019-08-13,2022-06-28,4,0
sh.113542,好客转债,2019-08-23,,4,1
sh.113543,欧派转债,2019-09-04,2021-07-12,4,0
sh.113544,桃李转债,2019-10-15,2020-09-18,4,0
sh.113545,金能转债,2019-11-07,,4,1
sh.113546,迪贝转债,2019-11-21,2025-02-19,4,0
sh.113547,索发转债,2019-11-22,2020-09-16,4,0
sh.113548,石英转债,2019-11-22,2022-08-15,4,0
sh.113549,白电转债,2019-12-11,,4,1
sh.113550,常汽转债,2019-12-12,2022-04-19,4,0
sh.113551,福特转债,2019-12-11,2020-07-16,4,0
sh.113552,克来转债,2019-12-19,2020-08-07,4,0
sh.113553,金牌转债,2020-01-07,2020-12-04,4,0
sh.113554,仙鹤转债,2020-01-10,2020-09-11,4,0
sh.113555,振德转债,2020-01-14,2020-12-04,4,0
sh.113556,至纯转债,2020-01-09,2021-01-26,4,0
sh.113557,森特转债,2020-01-10,2021-04-30,4,0
sh.113558,日月转债,2020-01-14,2020-08-19,4,0
sh.113559,永创转债,2020-01-10,2021-06-28,4,0
sh.113561,正裕转债,2020-02-10,,4,1
sh.113562,璞泰转债,2020-02-04,2020-12-21,4,0
sh.113563,柳药转债,2020-02-24,,4,1
sh.113564,天目转债,2020-03-16,2021-05-19,4,0
sh.113565,宏辉转债,2020-03-16,,4,1
sh.113566,翔港转债,2020-03-31,2024-04-15,4,0
sh.113567,君禾转债,2020-04-03,2023-03-15,4,0
sh.113568,新春转债,2020-04-02,2022-06-13,4,0
sh.113569,科达转债,2020-04-08,,4,1
sh.113570,百达转债,2020-04-08,2023-03-24,4,0
sh.113571,博特转债,2020-04-01,2020-11-18,4,0
sh.113572,三祥转债,2020-04-09,2021-09-24,4,0
sh.113573,纵横转债,2020-05-22,2024-12-05,4,0
sh.113574,华体转债,2020-04-27,,4,1
sh.113575,东时转债,2020-04-30,,4,1
sh.113576,起步转债,2020-05-07,2025-01-17,4,0
sh.113577,春秋转债,2020-05-13,,4,1
sh.113578,全筑转债,2020-05-19,2024-01-30,4,0
sh.113579,健友转债,2020-05-22,,4,1
sh.113580,康隆转债,2020-05-20,2021-11-19,4,0
sh.113581,龙蟠转债,2020-05-19,2020-12-11,4,0
sh.113582,火炬转债,2020-06-23,,4,1
sh.113583,益丰转债,2020-06-22,2021-03-05,4,0
sh.113584,家悦转债,2020-06-24,,4,1
sh.113585,寿仙转债,2020-07-07,2023-06-06,4,0
sh.113586,上机转债,2020-07-07,2021-01-20,4,0
sh.113587,泛微转债,2020-07-14,2021-02-23,4,0
sh.113588,润达转债,2020-07-13,,4,1
sh.113589,天创转债,2020-07-16,,4,1
sh.113590,海容转债,2020-07-27,2021-03-08,4,0
sh.113591,胜达转债,2020-07-23,2023-12-27,4,0
sh.113592,安20转债,2020-07-31,2021-03-08,4,0
sh.113593,沪工转债,2020-08-10,,4,1
sh.113594,淳中转债,2020-08-28,2024-04-12,4,0
sh.113595,花王转债,2020-08-18,2024-02-27,4,0
sh.113596,城地转债,2020-08-20,2024-12-18,4,0
sh.113597,佳力转债,2020-08-21,,4,1
sh.113598,法兰转债,2020-08-25,,4,1
sh.113599,嘉友转债,2020-09-07,2022-07-26,4,0
sh.113600,新星转债,2020-09-11,2024-11-21,4,0
sh.113601,塞力转债,2020-09-15,,4,1
sh.113602,景20转债,2020-09-22,2024-08-13,4,0
sh.113603,东缆转债,2020-10-29,2021-11-30,4,0
sh.113604,多伦转债,2020-11-17,2023-12-26,4,0
sh.113605,大参转债,2020-11-13,,4,1
sh.113606,荣泰转债,2020-11-20,,4,1
sh.113607,伟20转债,2020-11-27,2021-12-29,4,0
sh.113608,威派转债,2020-11-27,2025-03-31,4,0
sh.113609,永安转债,2020-12-23,,4,1
sh.113610,灵康转债,2020-12-22,,4,1
sh.113611,福20转债,2020-12-22,2021-07-29,4,0
sh.113612,永冠转债,2021-01-07,2021-09-10,4,0
sh.113614,健20转债,2021-01-18,2021-12-15,4,0
sh.113615,金诚转债,2021-01-14,,4,1
sh.113616,韦尔转债,2021-01-22,,4,1
sh.113618,美诺转债,2021-02-04,,4,1
sh.113619,世运转债,2021-02-19,2024-12-03,4,0
sh.113620,傲农转债,2021-04-02,2022-09-01,4,0
sh.113621,彤程转债,2021-02-22,,4,1
sh.113622,杭叉转债,2021-04-14,2023-03-24,4,0
sh.113623,凤21转债,2021-05-07,,4,1
sh.113624,正川转债,2021-06-01,,4,1
sh.113625,江山转债,2021-07-01,,4,1
sh.113626,伯特转债,2021-07-21,2023-10-31,4,0
sh.113627,太平转债,2021-08-06,,4,1
sh.113628,晨丰转债,2021-09-17,,4,1
sh.113629,泉峰转债,2021-10-21,,4,1
sh.113630,赛伍转债,2021-11-23,2022-08-01,4,0
sh.113631,皖天转债,2021-12-10,,4,1
sh.113632,鹤21转债,2021-12-09,,4,1
sh.113633,科沃转债,2021-12-29,,4,1
sh.113634,珀莱转债,2022-01-04,,4,1
sh.113635,升21转债,2021-12-30,2022-09-29,4,0
sh.113636,甬金转债,2021-12-31,,4,1
sh.113637,华翔转债,2022-01-20,,4,1
sh.113638,台21转债,2022-01-21,,4,1
sh.113639,华正转债,2022-02-22,,4,1
sh.113640,苏利转债,2022-03-10,,4,1
sh.113641,华友转债,2022-03-23,,4,1
sh.113642,上22转债,2022-04-06,2022-11-16,4,0
sh.113643,风语转债,2022-04-22,,4,1
sh.113644,艾迪转债,2022-05-12,,4,1
sh.113646,永吉转债,2022-05-17,,4,1
sh.113647,禾丰转债,2022-05-18,,4,1
sh.113648,巨星转债,2022-05-17,,4,1
sh.113649,丰山转债,2022-07-21,,4,1
sh.113650,博22转债,2022-07-28,,4,1
sh.113651,松霖转债,2022-08-17,,4,1
sh.113652,伟22转债,2022-08-12,,4,1
sh.113653,永22转债,2022-08-26,,4,1
sh.113654,永02转债,2022-09-01,,4,1
sh.113655,欧22转债,2022-09-01,,4,1
sh.113656,嘉诚转债,2022-10-12,,4,1
sh.113657,再22转债,2022-10-27,,4,1
sh.113658,密卫转债,2022-10-25,,4,1
sh.113659,莱克转债,2022-11-15,,4,1
sh.113660,寿22转债,2022-12-12,,4,1
sh.113661,福22转债,2022-12-22,,4,1
sh.113662,豪能转债,2022-12-23,2024-12-12,4,0
sh.113663,新化转债,2022-12-16,,4,1
sh.113664,大元转债,2023-01-04,,4,1
sh.113665,汇通转债,2023-01-11,,4,1
sh.113666,爱玛转债,2023-03-20,,4,1
sh.113667,春23转债,2023-04-11,,4,1
sh.113668,鹿山转债,2023-04-27,,4,1
sh.113669,景23转债,2023-05-09,,4,1
sh.113670,金23转债,2023-05-16,,4,1
sh.113671,武进转债,2023-08-03,,4,1
sh.113672,福蓉转债,2023-08-10,,4,1
sh.113673,岱美转债,2023-08-10,,4,1
sh.113674,华设转债,2023-08-15,,4,1
sh.113675,新23转债,2023-09-05,,4,1
sh.113676,荣23转债,2023-09-13,,4,1
sh.113677,华懋转债,2023-10-12,,4,1
sh.113678,中贝转债,2023-11-21,,4,1
sh.113679,芯能转债,2023-11-24,,4,1
sh.113680,丽岛转债,2023-12-05,,4,1
sh.113681,镇洋转债,2024-01-17,,4,1
sh.113682,益丰转债,2024-03-27,,4,1
sh.113683,伟24转债,2024-04-22,,4,1
sh.113684,湘泵转债,2024-04-29,2025-04-09,4,0
sh.113685,升24转债,2024-07-10,,4,1
sh.113686,泰瑞转债,2024-07-24,,4,1
sh.113687,振华转债,2024-08-02,,4,1
sh.113688,国检转债,2024-11-12,,4,1
sh.113689,洛凯转债,2024-11-11,,4,1
sh.113690,豪24转债,2024-11-20,,4,1
sh.113691,和邦转债,2024-11-19,,4,1
sh.113692,保隆转债,2024-11-27,,4,1
sh.118000,嘉元转债,2021-03-15,,4,1
sh.118001,金博转债,2021-08-18,2022-09-26,4,0
sh.118002,天合转债,2021-09-01,2022-04-13,4,0
sh.118003,华兴转债,2021-12-20,,4,1
sh.118004,博瑞转债,2022-01-27,,4,1
sh.118005,天奈转债,2022-03-01,,4,1
sh.118006,阿拉转债,2022-04-12,,4,1
sh.118007,山石转债,2022-04-21,,4,1
sh.118008,海优转债,2022-07-21,,4,1
sh.118009,华锐转债,2022-07-21,,4,1
sh.118010,洁特转债,2022-08-02,,4,1
sh.118011,银微转债,2022-08-02,,4,1
sh.118012,微芯转债,2022-07-28,,4,1
sh.118013,道通转债,2022-07-28,,4,1
sh.118014,高测转债,2022-08-12,,4,1
sh.118015,芯海转债,2022-08-18,,4,1
sh.118016,京源转债,2022-08-25,,4,1
sh.118017,深科转债,2022-08-29,2024-01-10,4,0
sh.118018,瑞科转债,2022-09-14,,4,1
sh.118019,金盘转债,2022-10-13,2024-05-28,4,0
sh.118020,芳源转债,2022-11-07,,4,1
sh.118021,新致转债,2022-11-02,,4,1
sh.118022,锂科转债,2022-11-07,,4,1
sh.118023,广大转债,2022-11-09,,4,1
sh.118024,冠宇转债,2022-11-17,,4,1
sh.118025,奕瑞转债,2022-11-18,,4,1
sh.118026,利元转债,2022-11-18,2024-12-31,4,0
sh.118027,宏图转债,2022-12-22,,4,1
sh.118028,会通转债,2023-01-04,,4,1
sh.118029,富淼转债,2023-01-09,,4,1
sh.118030,睿创转债,2023-02-10,,4,1
sh.118031,天23转债,2023-03-15,,4,1
sh.118032,建龙转债,2023-04-07,,4,1
sh.118033,华特转债,2023-04-14,,4,1
sh.118034,晶能转债,2023-05-19,,4,1
sh.118035,国力转债,2023-07-06,,4,1
sh.118036,力合转债,2023-07-20,,4,1
sh.118037,上声转债,2023-08-01,,4,1
sh.118038,金宏转债,2023-08-10,,4,1
sh.118039,煜邦转债,2023-08-15,,4,1
sh.118040,宏微转债,2023-08-14,,4,1
sh.118041,星球转债,2023-08-22,,4,1
sh.118042,奥维转债,2023-09-01,,4,1
sh.118043,福立转债,2023-09-12,,4,1
sh.118044,赛特转债,2023-10-12,,4,1
sh.118045,盟升转债,2023-10-17,,4,1
sh.118046,诺泰转债,2024-01-18,,4,1
sh.118048,利扬转债,2024-07-19,,4,1
sh.118049,汇成转债,2024-09-02,,4,1
sh.118050,航宇转债,2024-09-10,,4,1
sh.118051,皓元转债,2024-12-19,,4,1
sh.126001,06马钢债,2006-11-29,2011-11-09,4,0
sh.126002,06中化债,2006-12-18,2012-11-29,4,0
sh.126003,07云化债,2007-03-08,2013-01-29,4,0
sh.126005,07武钢债,2007-04-17,2012-03-26,4,0
sh.126006,07深高债,2007-10-30,2013-10-09,4,0
sh.126007,07日照债,2007-12-12,2013-11-27,4,0
sh.126008,08上汽债,2008-01-08,2013-12-19,4,0
sh.126009,08赣粤债,2008-02-28,2014-01-28,4,0
sh.126010,08中远债,2008-02-26,2014-01-28,4,0
sh.126011,08石化债,2008-03-04,2014-02-20,4,0
sh.126012,08上港债,2008-03-07,2011-02-21,4,0
sh.126013,08青啤债,2008-04-18,2014-04-02,4,0
sh.126014,08国电债,2008-05-22,2014-05-07,4,0
sh.126015,08康美债,2008-05-26,2014-05-08,4,0
sh.126016,08宝钢债,2008-07-04,2014-06-20,4,0
sh.126017,08葛洲债,2008-07-11,2014-06-26,4,0
sh.126018,08江铜债,2008-10-10,2016-09-22,4,0
sh.126019,09长虹债,2009-08-19,2015-07-31,4,0
sh.145900,17旭杰转,2017-10-24,2020-05-22,4,0
sh.145901,17伏泰转,2017-10-26,2018-10-16,4,0
sh.145951,18君实转,2018-03-05,2019-07-08,4,0
sh.600000,浦发银行,1999-11-10,,1,1
sh.600001,邯郸钢铁,1998-01-22,2009-12-29,1,0
sh.600002,齐鲁石化,1998-04-08,2006-04-24,1,0
sh.600003,ST东北高,1999-08-10,2010-02-26,1,0
sh.600004,白云机场,2003-04-28,,1,1
sh.600005,武钢股份,1999-08-03,2017-02-14,1,0
sh.600006,东风股份,1999-07-27,,1,1
sh.600007,中国国贸,1999-03-12,,1,1
sh.600008,首创环保,2000-04-27,,1,1
sh.600009,上海机场,1998-02-18,,1,1
sh.600010,包钢股份,2001-03-09,,1,1
sh.600011,华能国际,2001-12-06,,1,1
sh.600012,皖通高速,2003-01-07,,1,1
sh.600015,华夏银行,2003-09-12,,1,1
sh.600016,民生银行,2000-12-19,,1,1
sh.600017,日照港,2006-10-17,,1,1
sh.600018,上港集团,2006-10-26,,1,1
sh.600019,宝钢股份,2000-12-12,,1,1
sh.600020,中原高速,2003-08-08,,1,1
sh.600021,上海电力,2003-10-29,,1,1
sh.600022,山东钢铁,2004-06-29,,1,1
sh.600023,浙能电力,2013-12-19,,1,1
sh.600025,华能水电,2017-12-15,,1,1
sh.600026,中远海能,2002-05-23,,1,1
sh.600027,华电国际,2005-02-03,,1,1
sh.600028,中国石化,2001-08-08,,1,1
sh.600029,南方航空,2003-07-25,,1,1
sh.600030,中信证券,2003-01-06,,1,1
sh.600031,三一重工,2003-07-03,,1,1
sh.600032,浙江新能,2021-05-25,,1,1
sh.600033,福建高速,2001-02-09,,1,1
sh.600035,楚天高速,2004-03-10,,1,1
sh.600036,招商银行,2002-04-09,,1,1
sh.600037,歌华有线,2001-02-08,,1,1
sh.600038,中直股份,2000-12-18,,1,1
sh.600039,四川路桥,2003-03-25,,1,1
sh.600048,保利发展,2006-07-31,,1,1
sh.600050,中国联通,2002-10-09,,1,1
sh.600051,宁波联合,1997-04-10,,1,1
sh.600052,东望时代,1997-04-15,,1,1
sh.600053,九鼎投资,1997-04-18,,1,1
sh.600054,黄山旅游,1997-05-06,,1,1
sh.600055,万东医疗,1997-05-19,,1,1
sh.600056,中国医药,1997-05-15,,1,1
sh.600057,厦门象屿,1997-06-04,,1,1
sh.600058,五矿发展,1997-05-28,,1,1
sh.600059,古越龙山,1997-05-16,,1,1
sh.600060,海信视像,1997-04-22,,1,1
sh.600061,国投资本,1997-05-19,,1,1
sh.600062,华润双鹤,1997-05-22,,1,1
sh.600063,皖维高新,1997-05-28,,1,1
sh.600064,南京高科,1997-05-06,,1,1
sh.600065,*ST联谊,1997-05-23,2007-12-13,1,0
sh.600066,宇通客车,1997-05-08,,1,1
sh.600067,冠城新材,1997-05-08,,1,1
sh.600068,葛洲坝,1997-05-26,2021-09-13,1,0
sh.600069,退市银鸽,1997-04-30,2020-08-27,1,0
sh.600070,*ST富润,1997-06-04,,1,1
sh.600071,凤凰光学,1997-05-28,,1,1
sh.600072,中船科技,1997-06-03,,1,1
sh.600073,光明肉业,1997-07-04,,1,1
sh.600074,退市保千,1997-06-23,2020-06-02,1,0
sh.600075,新疆天业,1997-06-17,,1,1
sh.600076,康欣新材,1997-05-26,,1,1
sh.600077,*ST宋都,1997-05-20,2023-07-25,1,0
sh.600078,澄星股份,1997-06-27,,1,1
sh.600079,人福医药,1997-06-06,,1,1
sh.600080,金花股份,1997-06-12,,1,1
sh.600081,东风科技,1997-07-03,,1,1
sh.600082,海泰发展,1997-06-20,,1,1
sh.600083,*ST博信,1997-06-06,2025-03-05,1,0
sh.600084,中信尼雅,1997-07-11,,1,1
sh.600085,同仁堂,1997-06-25,,1,1
sh.600086,退市金钰,1997-06-06,2021-03-17,1,0
sh.600087,退市长油,1997-06-12,2014-06-05,1,0
sh.600088,中视传媒,1997-06-16,,1,1
sh.600089,特变电工,1997-06-18,,1,1
sh.600090,退市济堂,1997-06-16,2022-07-07,1,0
sh.600091,退市明科,1997-07-04,2022-06-21,1,0
sh.600092,S*ST精密,1997-06-26,2006-11-30,1,0
sh.600093,退市易见,1997-06-26,2022-06-23,1,0
sh.600094,大名城,1997-07-03,,1,1
sh.600095,湘财股份,1997-07-08,,1,1
sh.600096,云天化,1997-07-09,,1,1
sh.600097,开创国际,1997-06-19,,1,1
sh.600098,广州发展,1997-07-18,,1,1
sh.600099,林海股份,1997-07-04,,1,1
sh.600100,同方股份,1997-06-27,,1,1
sh.600101,明星电力,1997-06-27,,1,1
sh.600102,莱钢股份,1997-08-28,2012-02-28,1,0
sh.600103,青山纸业,1997-07-03,,1,1
sh.600104,上汽集团,1997-11-25,,1,1
sh.600105,永鼎股份,1997-09-29,,1,1
sh.600106,重庆路桥,1997-06-18,,1,1
sh.600107,美尔雅,1997-11-06,,1,1
sh.600108,亚盛集团,1997-08-18,,1,1
sh.600109,国金证券,1997-08-07,,1,1
sh.600110,诺德股份,1997-10-07,,1,1
sh.600111,北方稀土,1997-09-24,,1,1
sh.600112,*ST天成,1997-11-27,2024-08-15,1,0
sh.600113,浙江东日,1997-10-21,,1,1
sh.600114,东睦股份,2004-05-11,,1,1
sh.600115,中国东航,1997-11-05,,1,1
sh.600116,三峡水利,1997-08-04,,1,1
sh.600117,西宁特钢,1997-10-15,,1,1
sh.600118,中国卫星,1997-09-08,,1,1
sh.600119,长江投资,1998-01-15,,1,1
sh.600120,浙江东方,1997-12-01,,1,1
sh.600121,郑州煤电,1998-01-07,,1,1
sh.600122,*ST宏图,1998-04-20,2023-06-26,1,0
sh.600123,兰花科创,1998-12-17,,1,1
sh.600125,铁龙物流,1998-05-11,,1,1
sh.600126,杭钢股份,1998-03-11,,1,1
sh.600127,金健米业,1998-05-06,,1,1
sh.600128,苏豪弘业,1997-09-01,,1,1
sh.600129,太极集团,1997-11-18,,1,1
sh.600130,波导股份,2000-07-06,,1,1
sh.600131,国网信通,1998-04-02,,1,1
sh.600132,重庆啤酒,1997-10-30,,1,1
sh.600133,东湖高新,1998-02-12,,1,1
sh.600135,乐凯胶片,1998-01-22,,1,1
sh.600136,ST明诚,1998-03-03,,1,1
sh.600137,浪莎股份,1998-04-16,,1,1
sh.600138,中青旅,1997-12-03,,1,1
sh.600139,*ST西源,1998-02-25,2023-03-27,1,0
sh.600141,兴发集团,1999-06-16,,1,1
sh.600143,金发科技,2004-06-23,,1,1
sh.600145,退市新亿,1999-09-23,2022-04-28,1,0
sh.600146,退市环球,1999-07-07,2022-06-30,1,0
sh.600148,长春一东,1998-05-20,,1,1
sh.600149,廊坊发展,1999-10-14,,1,1
sh.600150,中国船舶,1998-05-20,,1,1
sh.600151,航天机电,1998-06-05,,1,1
sh.600152,维科技术,1998-06-09,,1,1
sh.600153,建发股份,1998-06-16,,1,1
sh.600155,华创云信,1998-09-18,,1,1
sh.600156,华升股份,1998-05-27,,1,1
sh.600157,永泰能源,1998-05-13,,1,1
sh.600158,中体产业,1998-03-27,,1,1
sh.600159,大龙地产,1998-05-26,,1,1
sh.600160,巨化股份,1998-06-26,,1,1
sh.600161,天坛生物,1998-06-16,,1,1
sh.600162,香江控股,1998-06-09,,1,1
sh.600163,中闽能源,1998-06-02,,1,1
sh.600165,*ST宁科,1998-05-29,,1,1
sh.600166,福田汽车,1998-06-02,,1,1
sh.600167,联美控股,1999-01-28,,1,1
sh.600168,武汉控股,1998-04-27,,1,1
sh.600169,太原重工,1998-09-04,,1,1
sh.600170,上海建工,1998-06-23,,1,1
sh.600171,上海贝岭,1998-09-24,,1,1
sh.600172,黄河旋风,1998-11-26,,1,1
sh.600173,卧龙地产,1999-04-15,,1,1
sh.600175,退市美都,1999-04-08,2020-08-14,1,0
sh.600176,中国巨石,1999-04-22,,1,1
sh.600177,雅戈尔,1998-11-19,,1,1
sh.600178,东安动力,1998-10-14,,1,1
sh.600179,安通控股,1998-11-04,,1,1
sh.600180,瑞茂通,1998-07-03,,1,1
sh.600181,S*ST云大,1998-09-28,2007-06-01,1,0
sh.600182,S佳通,1999-05-07,,1,1
sh.600183,生益科技,1998-10-28,,1,1
sh.600184,光电股份,2003-11-06,,1,1
sh.600185,格力地产,1999-06-11,,1,1
sh.600186,莲花控股,1998-08-25,,1,1
sh.600187,国中水务,1998-11-11,,1,1
sh.600188,兖矿能源,1998-07-01,,1,1
sh.600189,泉阳泉,1998-10-07,,1,1
sh.600190,ST锦港,1999-06-09,,1,1
sh.600191,华资实业,1998-12-10,,1,1
sh.600192,长城电工,1998-12-24,,1,1
sh.600193,创兴资源,1999-05-27,,1,1
sh.600195,中牧股份,1999-01-07,,1,1
sh.600196,复星医药,1998-08-07,,1,1
sh.600197,伊力特,1999-09-16,,1,1
sh.600198,大唐电信,1998-10-21,,1,1
sh.600199,金种子酒,1998-08-12,,1,1
sh.600200,江苏吴中,1999-04-01,,1,1
sh.600201,生物股份,1999-01-15,,1,1
sh.600202,哈空调,1999-06-03,,1,1
sh.600203,福日电子,1999-05-14,,1,1
sh.600205,S山东铝,1999-06-30,2007-04-30,1,0
sh.600206,有研新材,1999-03-19,,1,1
sh.600207,安彩高科,1999-07-14,,1,1
sh.600208,衢州发展,1999-06-23,,1,1
sh.600209,退市罗顿,1999-03-25,2022-06-22,1,0
sh.600210,紫江企业,1999-08-24,,1,1
sh.600211,西藏药业,1999-07-21,,1,1
sh.600212,绿能慧充,1999-08-17,,1,1
sh.600213,*ST亚星,1999-08-31,2024-10-17,1,0
sh.600215,派斯林,1999-09-09,,1,1
sh.600216,浙江医药,1999-10-21,,1,1
sh.600217,中再资环,1999-12-16,,1,1
sh.600218,全柴动力,1998-12-03,,1,1
sh.600219,南山铝业,1999-12-23,,1,1
sh.600220,ST阳光,1999-09-27,2024-07-10,1,0
sh.600221,海航控股,1999-11-25,,1,1
sh.600222,太龙药业,1999-11-05,,1,1
sh.600223,福瑞达,2000-01-13,,1,1
sh.600225,退市卓朗,2000-01-27,2025-03-06,1,0
sh.600226,亨通股份,1999-11-16,,1,1
sh.600227,赤天化,2000-02-21,,1,1
sh.600228,返利科技,1999-01-19,,1,1
sh.600229,城市传媒,2000-03-09,,1,1
sh.600230,沧州大化,2000-04-06,,1,1
sh.600231,凌钢股份,2000-05-11,,1,1
sh.600232,金鹰股份,2000-06-02,,1,1
sh.600233,圆通速递,2000-06-08,,1,1
sh.600234,*ST科新,2000-06-15,,1,1
sh.600235,民丰特纸,2000-06-15,,1,1
sh.600236,桂冠电力,2000-03-23,,1,1
sh.600237,铜峰电子,2000-06-09,,1,1
sh.600238,海南椰岛,2000-01-20,,1,1
sh.600239,云南城投,1999-12-02,,1,1
sh.600240,退市华业,2000-06-28,2020-02-05,1,0
sh.600241,时代万恒,2000-11-28,,1,1
sh.600242,退市中昌,2000-12-07,2023-06-29,1,0
sh.600243,青海华鼎,2000-11-20,,1,1
sh.600246,万通发展,2000-09-22,,1,1
sh.600247,*ST成城,2000-11-23,2021-03-22,1,0
sh.600248,陕建股份,2000-06-22,,1,1
sh.600249,两面针,2004-01-30,,1,1
sh.600250,南京商旅,2001-03-06,,1,1
sh.600251,冠农股份,2003-06-09,,1,1
sh.600252,中恒集团,2000-11-30,,1,1
sh.600253,天方药业,2000-12-27,2013-07-15,1,0
sh.600255,鑫科材料,2000-11-22,,1,1
sh.600256,广汇能源,2000-05-26,,1,1
sh.600257,大湖股份,2000-06-12,,1,1
sh.600258,首旅酒店,2000-06-01,,1,1
